藤山 雅彦	ふじやま まさひこ	fujiyama_masahiko@example.com	男	38	1980/10/1	既婚	宮城県	090-5998- 100	au	ぶっかけ・ルー攻め派
吉田 窈	よしだ よう	yoshida_you@example.com	女	43	1975/3/29	既婚	広島県	080- 501-3966	ソフトバンク	左ルー・混ぜ混ぜ派
寺島 禄郎	てらじま ろくろう	terajima_rokurou@example.com	男	65	1953/8/21	既婚	福岡県	090-6280-3785	ドコモ	奥ルー・ルー攻め派
戸田 未華子	とだ みかこ	toda_mikako@example.com	女	78	1940/8/19	既婚	静岡県	080-8683-2864	ソフトバンク	奥ルー・せき止め派
相川 由美子	あいかわ ゆみこ	aikawa_yumiko@example.com	女	77	1941/1/21	既婚	秋田県	080-3099-9654	ドコモ	ぶっかけ・ルー攻め派
川島 光	かわしま ひかる	kawashima_hikaru@example.com	男	61	1957/2/2	既婚	群馬県	090- 480-  69	ドコモ	左ルー・ナン派
藤井 ジョージ	ふじい じょーじ	fujii_george@example.com	男	21	1997/3/23	未婚	長崎県	090-6918-2633	ドコモ	左ルー・せき止め派
玉木 健	たまき けん	tamaki_ken@example.com	男	41	1977/3/13	未婚	宮城県	090-1572-5444	ドコモ	ぶっかけ・ルー攻め派
服部 里奈	はっとり りな	hattori_rina@example.com	女	35	1983/4/26	既婚	鹿児島県	090-9750-9234	ドコモ	左ルー・混ぜ混ぜ派
平岡 貴嶺	ひらおか たかね	hiraoka_takane@example.com	男	45	1973/4/25	既婚	福井県	090-5189-8165	ドコモ	ぶっかけ・せき止め派
米谷 理紗	よねや りさ	yoneya_risa@example.com	女	38	1980/10/2	既婚	鹿児島県	080-4637-3329	ドコモ	左ルー・せき止め派
北野 樹里	きたの じゅり	kitano_juri@example.com	女	72	1945/11/5	既婚	静岡県	080-2243-9879	ソフトバンク	ぶっかけ・ルー攻め派
藤岡 みき	ふじおか みき	fujioka_miki@example.com	女	64	1954/5/21	既婚	広島県	080-3971-3592	ドコモ	左ルー・ルー攻め派
畠中 光	はたなか ひかる	hatanaka_hikaru@example.com	女	23	1995/2/11	未婚	静岡県	080-9270-1341	ソフトバンク	右ルー・混ぜ混ぜ派
伴 美佐	ばん みさ	ban_misa@example.com	女	71	1946/11/28	既婚	埼玉県	080-9166-3080	ドコモ	左ルー・ルー攻め派
岩下 仁	いわした じん	iwashita_jin@example.com	男	31	1987/8/18	未婚	静岡県	090-9354-7543	au	左ルー・混ぜ混ぜ派
鹿賀 そら	かが そら	kaga_sora@example.com	女	73	1945/4/16	既婚	神奈川県	090-6470-5122	au	左ルー・ルー攻め派
高梨 美智子	たかなし みちこ	takanashi_michiko@example.com	女	32	1986/3/5	既婚	京都府	080- 306-8382	ドコモ	別盛り・せき止め派
大橋 茜	おおはし あかね	oohashi_akane@example.com	女	44	1974/1/19	既婚	茨城県	090-1479-4876	ドコモ	ぶっかけ・ルー攻め派
依田 はじめ	よりた はじめ	yorita_hajime@example.com	男	20	1997/11/30	未婚	東京都	080-7859-3369	au	手前ルー・せき止め派
彼方 理紗	かなた りさ	kanata_risa@example.com	女	58	1960/5/31	既婚	長崎県	080-1709-7227	au	ぶっかけ・別口派
森口 涼	もりぐち りょう	moriguchi_ryou@example.com	女	64	1954/3/9	既婚	青森県	090-8589-5019	ドコモ	ぶっかけ・ルー攻め派
山川 恭子	やまかわ きょうこ	yamakawa_kyouko@example.com	女	63	1955/3/13	既婚	青森県	090-2400-8341	ドコモ	左ルー・せき止め派
野際 芽以	のぎわ めい	nogiwa_mei@example.com	女	30	1988/2/3	既婚	三重県	090-9044-7340	ソフトバンク	右ルー・ナン派
山田 獅童	やまだ しどう	yamada_shidou@example.com	男	50	1968/3/29	未婚	青森県	090-3994-5836	ドコモ	ぶっかけ・別口派
三宅 仁晶	みやけ ひろあき	miyake_hiroaki@example.com	男	42	1976/7/14	既婚	兵庫県	090- 255-1968	au	右ルー・せき止め派
宇野 まひる	うの まひる	uno_mahiru@example.com	女	50	1967/12/30	既婚	新潟県	080-9908-6145	au	左ルー・ルー攻め派
小松 洋介	こまつ ようすけ	komatsu_yousuke@example.com	男	31	1986/12/18	既婚	秋田県	080-3990-4252	au	別盛り・別口派
大井 勝久	おおい かつひさ	ooi_katsuhisa@example.com	男	25	1992/12/14	既婚	千葉県	090-3538-3914	ドコモ	奥ルー・せき止め派
榊原 瞬	さかきばら しゅん	sakakibara_shun@example.com	女	41	1977/5/27	既婚	神奈川県	080-2208-7267	au	左ルー・せき止め派
奥寺 なぎさ	おくでら なぎさ	okudera_nagisa@example.com	女	42	1976/1/21	未婚	岩手県	090-3083-8212	ツーカー	左ルー・ルー攻め派
野沢 璃奈子	のざわ りなこ	nozawa_rinako@example.com	女	40	1978/8/17	既婚	新潟県	090-9766- 966	ドコモ	右ルー・混ぜ混ぜ派
浅野 洋	あさの よう	asano_you@example.com	男	72	1946/2/25	既婚	神奈川県	090-9554-1328	au	ぶっかけ・混ぜ混ぜ派
大林 奈々	おおばやし なな	oobayashi_nana@example.com	女	53	1964/10/30	既婚	東京都	080-3240-2180	ドコモ	奥ルー・ナン派
宮崎 丈史	みやざき たけし	miyazaki_takeshi@example.com	男	30	1988/7/7	既婚	北海道	080-6212-5149	ドコモ	別盛り・混ぜ混ぜ派
水口 米蔵	みずぐち よねぞう	mizuguchi_yonezou@example.com	男	20	1997/10/27	未婚	神奈川県	080-3468-5083	ソフトバンク	左ルー・混ぜ混ぜ派
横尾 浩正	よこお ひろまさ	yokoo_hiromasa@example.com	男	25	1993/6/30	既婚	神奈川県	080-9098-5803	ソフトバンク	左ルー・別口派
庄司 功補	しょうじ こうすけ	shouji_kousuke@example.com	男	52	1966/4/10	既婚	山梨県	090-4033- 153	au	ぶっかけ・別口派
山岡 紗季	やまおか さき	yamaoka_saki@example.com	女	68	1950/3/8	既婚	神奈川県	090-6956-2442	ドコモ	ぶっかけ・別口派
野中 美菜	のなか みな	nonaka_mina@example.com	女	52	1966/10/13	既婚	神奈川県	080-2327-7172	ドコモ	ぶっかけ・ルー攻め派
梅村 美優	うめむら みゅう	umemura_myuu@example.com	女	30	1988/7/15	既婚	埼玉県	080-1849-  73	ドコモ	ぶっかけ・ルー攻め派
西村 さゆり	にしむら さゆり	nishimura_sayuri@example.com	女	53	1964/11/28	既婚	兵庫県	090-9051-6951	au	左ルー・ルー攻め派
多田 洋介	ただ ようすけ	tada_yousuke@example.com	男	70	1947/11/2	既婚	千葉県	080-7432-8055	ソフトバンク	左ルー・ルー攻め派
大田 千佳子	おおた ちかこ	oota_chikako@example.com	女	45	1973/2/4	未婚	広島県	080-8316- 295	ドコモ	ぶっかけ・別口派
中本 明	なかもと あきら	nakamoto_akira@example.com	男	42	1976/5/17	既婚	宮崎県	090-2080-5590	au	右ルー・ルー攻め派
大畑 美咲	おおはた みさき	oohata_misaki@example.com	女	31	1986/11/25	既婚	埼玉県	090-5998-7169	ソフトバンク	ぶっかけ・せき止め派
松永 まさし	まつなが まさし	matsunaga_masashi@example.com	男	53	1965/5/23	既婚	埼玉県	080-6819-8034	ドコモ	ぶっかけ・別口派
富田 惇	とみた じゅん	tomita_jun@example.com	男	35	1983/2/8	既婚	広島県	080-3134-5588	ソフトバンク	左ルー・せき止め派
本上 勤	ほんじょう つとむ	honjo_tsutomu@example.com	男	75	1942/12/4	既婚	大分県	090-9894-4400	au	左ルー・ルー攻め派
松尾 人志	まつお ひとし	matsuo_hitoshi@example.com	男	24	1993/11/21	未婚	秋田県	090-3228-7846	ドコモ	左ルー・混ぜ混ぜ派
沢田 直人	さわだ なおと	sawada_naoto@example.com	男	39	1979/8/17	既婚	東京都	090-8418-7686	ドコモ	左ルー・ルー攻め派
小野 結子	おの ゆうこ	ono_yuuko@example.com	女	80	1938/3/15	既婚	熊本県	080-4075-1191	ドコモ	ぶっかけ・ルー攻め派
岡島 なぎさ	おかじま なぎさ	okajima_nagisa@example.com	女	33	1985/7/4	未婚	静岡県	080-4244-7939	ドコモ	ぶっかけ・せき止め派
北山 友香	きたやま ともか	kitayama_tomoka@example.com	女	35	1983/2/6	既婚	神奈川県	090-2487-3854	ドコモ	右ルー・別口派
深田 恵美	ふかだ めぐみ	fukada_megumi@example.com	女	23	1994/12/3	既婚	東京都	090-3229-9765	ドコモ	左ルー・ルー攻め派
佐古 雅彦	さこ まさひこ	sako_masahiko@example.com	男	22	1996/8/6	未婚	東京都	090-3062-3705	ドコモ	右ルー・混ぜ混ぜ派
滝沢 幸子	たきざわ さちこ	takizawa_sachiko@example.com	女	46	1972/6/30	既婚	山口県	090- 470-4597	ソフトバンク	手前ルー・別口派
河合 メイサ	かわい めいさ	kawai_meisa@example.com	女	29	1989/7/25	既婚	大阪府	090-3525-2136	ソフトバンク	右ルー・せき止め派
市原 マサカズ	いちはら まさかず	ichihara_masakazu@example.com	男	74	1944/2/7	既婚	千葉県	080-5833-5919	ドコモ	右ルー・せき止め派
小幡 たまき	おばた たまき	obata_tamaki@example.com	女	57	1961/1/8	既婚	宮城県	080- 163-6733	ソフトバンク	奥ルー・せき止め派
島本 昌代	しまもと まさよ	shimamoto_masayo@example.com	女	36	1982/3/17	既婚	愛知県	090-4884-6938	ドコモ	左ルー・別口派
宮迫 染五郎	みやさこ そめごろう	miyasako_somegorou@example.com	男	37	1981/6/30	既婚	埼玉県	090-8428-2682	ドコモ	ぶっかけ・別口派
福沢 明	ふくざわ あきら	fukuzawa_akira@example.com	男	35	1983/1/22	既婚	神奈川県	080-6810-3401	ドコモ	左ルー・混ぜ混ぜ派
藤本 浩正	ふじもと ひろまさ	fujimoto_hiromasa@example.com	男	40	1978/5/9	既婚	山形県	080-9054-9867	au	ぶっかけ・別口派
西浦 建	にしうら けん	nishiura_ken@example.com	男	35	1983/1/6	既婚	新潟県	090-8516-4429	ソフトバンク	ぶっかけ・ルー攻め派
大泉 景子	おおいずみ けいこ	ooizumi_keiko@example.com	女	43	1974/12/18	既婚	神奈川県	090-7059-3422	au	手前ルー・ルー攻め派
吉沢 俊二	よしざわ しゅんじ	yoshizawa_shunji@example.com	男	45	1973/1/2	既婚	富山県	080-9087-5725	ドコモ	別盛り・混ぜ混ぜ派
寺岡 勇太	てらおか ゆうた	teraoka_yuuta@example.com	男	58	1960/3/6	既婚	福岡県	090-5281-3694	ドコモ	左ルー・せき止め派
相田 朝香	あいだ あさか	aida_asaka@example.com	女	77	1940/10/25	既婚	福島県	090-1352-8448	au	奥ルー・せき止め派
中井 沙知絵	なかい さちえ	nakai_sachie@example.com	女	28	1989/10/21	未婚	千葉県	080- 724-3898	au	右ルー・ルー攻め派
安永 敦	やすなが あつし	yasunaga_atsushi@example.com	男	64	1954/7/14	既婚	神奈川県	090-3405-3613	ドコモ	ぶっかけ・別口派
松井 有起哉	まつい ゆきや	matsui_yukiya@example.com	男	48	1970/1/4	未婚	兵庫県	080-8723-2096	au	左ルー・ルー攻め派
天野 寿々花	あまの すずか	amano_suzuka@example.com	女	73	1945/5/22	既婚	高知県	080-7294-3170	ドコモ	ぶっかけ・ルー攻め派
松尾 一	まつお はじめ	matsuo_hajime@example.com	男	72	1946/1/8	既婚	福岡県	090-9044-8733	ドコモ	左ルー・混ぜ混ぜ派
野口 綾女	のぐち あやめ	noguchi_ayame@example.com	女	59	1959/8/16	既婚	福井県	080- 624-1080	ドコモ	奥ルー・せき止め派
青木 あき	あおき あき	aoki_aki@example.com	女	35	1983/2/10	未婚	東京都	090-9406-2221	ドコモ	手前ルー・せき止め派
古賀 晴臣	こが はるおみ	koga_haruomi@example.com	男	71	1947/2/8	既婚	佐賀県	090-8704-8732	au	左ルー・ナン派
熊谷 さんま	くまがや さんま	kumagaya_sanma@example.com	男	55	1962/11/16	既婚	京都府	090-5146-6491	ソフトバンク	ぶっかけ・ルー攻め派
木下 理紗	きのした りさ	kinoshita_risa@example.com	女	31	1987/7/11	既婚	愛知県	090-5764-1080	ドコモ	左ルー・別口派
石丸 ちえみ	いしまる ちえみ	ishimaru_chiemi@example.com	女	44	1973/10/17	既婚	東京都	080- 738-5033	ドコモ	奥ルー・別口派
中川 砂羽	なかがわ さわ	nakagawa_sawa@example.com	女	36	1982/6/27	既婚	東京都	090-7665-1784	ドコモ	左ルー・別口派
染谷 涼子	そめや りょうこ	someya_ryouko@example.com	女	28	1990/5/30	既婚	北海道	080-6517-2537	au	奥ルー・別口派
藤野 一徳	ふじの いっとく	fujino_ittoku@example.com	男	64	1954/4/24	既婚	福島県	080- 571-5505	ツーカー	ぶっかけ・せき止め派
沢 明日	さわ めいび	sawa_meibi@example.com	女	66	1952/5/18	既婚	千葉県	090-6380-5369	ソフトバンク	手前ルー・せき止め派
松岡 早紀	まつおか さき	matsuoka_saki@example.com	女	36	1982/9/21	既婚	北海道	090-9067-3206	ソフトバンク	ぶっかけ・ルー攻め派
高岡 恵美	たかおか めぐみ	takaoka_megumi@example.com	女	63	1955/3/19	既婚	東京都	090-3360-5970	ドコモ	ぶっかけ・ルー攻め派
沢田 サンタマリア	さわだ さんたまりあ	sawada_stmaria@example.com	男	64	1954/4/25	既婚	千葉県	090-7993-5769	au	ぶっかけ・せき止め派
石塚 三省	いしづか さんせい	ishiduka_sansei@example.com	男	49	1969/4/10	既婚	新潟県	080-6245-9823	au	別盛り・ルー攻め派
水崎 努	みさき つとむ	misaki_tsutomu@example.com	男	44	1974/1/19	既婚	東京都	090-8319-3349	ドコモ	左ルー・ルー攻め派
草野 美和子	くさの みわこ	kusano_miwako@example.com	女	72	1946/1/6	既婚	宮城県	080-2941- 583	ドコモ	左ルー・ナン派
近藤 完爾	こんどう かんじ	kondou_kanji@example.com	男	55	1963/2/5	既婚	宮城県	090-3162-2465	ソフトバンク	別盛り・別口派
杉山 雅彦	すぎやま まさひこ	sugiyama_masahiko@example.com	男	39	1978/12/7	既婚	福岡県	090-3624-3657	ドコモ	左ルー・せき止め派
堀口 美和子	ほりぐち みわこ	horiguchi_miwako@example.com	女	31	1987/2/2	既婚	大阪府	080-3809-1702	au	左ルー・せき止め派
芹沢 真悠子	せりざわ まゆこ	serizawa_mayuko@example.com	女	39	1978/12/30	既婚	岐阜県	080-7215-8135	au	ぶっかけ・せき止め派
野崎 晴臣	のざき はるおみ	nozaki_haruomi@example.com	男	47	1970/11/17	既婚	東京都	080-1467-5889	au	左ルー・混ぜ混ぜ派
西野 なつみ	にしの なつみ	nishino_natsumi@example.com	女	80	1938/2/13	既婚	島根県	090-9131-4233	ドコモ	右ルー・混ぜ混ぜ派
村田 進	むらた すすむ	murata_susumu@example.com	男	54	1963/10/20	既婚	千葉県	090-1287- 366	ドコモ	ぶっかけ・せき止め派
浅見 瑠璃亜	あさみ るりあ	asami_ruria@example.com	女	67	1951/7/26	既婚	奈良県	090-2102-9012	au	ぶっかけ・ルー攻め派
大坂 一樹	おおさか かずき	oosaka_kazuki@example.com	男	65	1953/5/16	既婚	沖縄県	090-4934-3372	ドコモ	ぶっかけ・せき止め派
青山 たまき	あおやま たまき	aoyama_tamaki@example.com	女	70	1948/4/3	既婚	山形県	080-8003-8195	au	ぶっかけ・せき止め派
早美 勝久	はやみ かつひさ	hayami_katsuhisa@example.com	男	70	1948/7/24	既婚	北海道	090-4099-9096	ドコモ	右ルー・ルー攻め派
奥村 貴嶺	おくむら たかね	okumura_takane@example.com	男	62	1955/11/18	既婚	佐賀県	080-9955- 510	ツーカー	ぶっかけ・ナン派
小町 だん吉	こまち だんきち	komachi_dankichi@example.com	男	35	1982/12/13	既婚	香川県	090-3413-4510	ドコモ	ぶっかけ・ルー攻め派
松田 勇一	まつだ ゆういち	matsuda_yuuichi@example.com	男	51	1967/6/17	既婚	長野県	080-5371-2807	ドコモ	別盛り・別口派
金谷 仁	かなや じん	kanaya_jin@example.com	男	35	1983/2/17	既婚	千葉県	080-9563-4054	au	ぶっかけ・ナン派
土谷 雅之	つちや まさゆき	tsuchiya_masayuki@example.com	男	35	1983/6/20	既婚	北海道	090-2173-6669	au	奥ルー・ナン派
井上 扶樹	いのうえ もとき	inoue_motoki@example.com	男	61	1956/10/19	既婚	山口県	090-7140-1444	au	ぶっかけ・ルー攻め派
下田 ひとみ	しもだ ひとみ	shimoda_hitomi@example.com	女	38	1980/8/16	既婚	大阪府	090-9356-8454	ドコモ	左ルー・ナン派
瀬戸内 隆	せとうち たかし	setouchi_takashi@example.com	男	44	1973/10/16	既婚	愛知県	090-7940-2671	ドコモ	左ルー・ナン派
川合 正義	かわい まさよし	kawai_masayoshi@example.com	男	52	1966/1/20	既婚	滋賀県	090-6504-5632	ドコモ	右ルー・せき止め派
牧野 あい	まきの あい	makino_ai@example.com	女	76	1942/5/13	既婚	千葉県	090-1888-8337	au	ぶっかけ・別口派
長澤 由宇	ながさわ ゆう	nagasawa_yuu@example.com	女	47	1971/8/19	既婚	岡山県	080-4252-9379	ソフトバンク	奥ルー・混ぜ混ぜ派
岩崎 竜也	いわさき たつや	iwasaki_tatsuya@example.com	男	72	1945/12/6	既婚	東京都	080-6197-3247	ドコモ	別盛り・混ぜ混ぜ派
石倉 夏希	いしくら なつき	ishikura_natsuki@example.com	女	52	1965/10/24	既婚	滋賀県	080-3367-1032	ドコモ	左ルー・せき止め派
久野 恵梨香	ひさの えりか	hisano_erika@example.com	女	62	1955/11/3	既婚	沖縄県	090-7338-2143	ソフトバンク	右ルー・せき止め派
松島 薫	まつしま かおる	matsushima_kaoru@example.com	男	27	1990/11/29	未婚	山梨県	080-5729-3210	au	ぶっかけ・ルー攻め派
滝田 陽子	たきた ようこ	takita_youko@example.com	女	75	1943/7/2	既婚	静岡県	090-4267-  85	ドコモ	ぶっかけ・混ぜ混ぜ派
渡辺 隆	わたなべ たかし	watanabe_takashi@example.com	男	73	1945/5/10	既婚	北海道	080-7456-2866	ドコモ	左ルー・混ぜ混ぜ派
鎌田 守	かまた まもる	kamata_mamoru@example.com	男	72	1946/9/17	既婚	茨城県	090-3354-5631	ドコモ	ぶっかけ・せき止め派
大島 明慶	おおしま あきよし	ooshima_akiyoshi@example.com	男	76	1942/6/12	既婚	東京都	080-6736-6727	ドコモ	左ルー・ルー攻め派
橋口 小百合	はしぐち さゆり	hashiguchi_sayuri@example.com	女	56	1962/6/20	既婚	大阪府	080-6668-3025	au	左ルー・ナン派
大沼 翔	おおぬま しょう	oonuma_shou@example.com	男	44	1974/1/21	既婚	東京都	090-5070- 704	ドコモ	ぶっかけ・別口派
栗原 聖陽	くりはら まさあき	kurihara_masaaki@example.com	男	25	1993/8/13	既婚	北海道	080-7625-3452	ドコモ	右ルー・せき止め派
平田 七世	ひらた ななせ	hirata_nanase@example.com	女	47	1971/8/6	既婚	新潟県	090-6822-5742	ソフトバンク	左ルー・別口派
小山 賢治	おやま けんじ	oyama_kenji@example.com	男	68	1950/3/25	既婚	熊本県	090-7187-4314	au	手前ルー・ルー攻め派
志水 一	しみず はじめ	shimizu_hajime@example.com	男	36	1982/6/7	既婚	神奈川県	080-3941-7923	ドコモ	左ルー・ルー攻め派
須藤 英嗣	すどう ひでつぐ	sudou_hidetsugu@example.com	男	20	1998/8/12	未婚	茨城県	090-1558-2775	ドコモ	ぶっかけ・ルー攻め派
菊地 千佳子	きくち ちかこ	kikuchi_chikako@example.com	女	33	1985/3/25	既婚	愛知県	090-8753- 687	ドコモ	奥ルー・別口派
西原 昌代	にしはら まさよ	nishihara_masayo@example.com	女	30	1988/5/17	既婚	愛知県	080-8892-5682	ドコモ	右ルー・混ぜ混ぜ派
米谷 精児	よねや せいじ	yoneya_seiji@example.com	男	80	1938/1/1	既婚	東京都	080- 843-9889	au	手前ルー・せき止め派
神山 ひろみ	かみやま ひろみ	kamiyama_hiromi@example.com	女	28	1989/12/23	既婚	埼玉県	080-9472-1726	au	ぶっかけ・せき止め派
草野 育二	くさの いくじ	kusano_ikuji@example.com	男	28	1990/1/10	既婚	京都府	090-4679-6816	au	手前ルー・別口派
猪股 あさみ	いのまた あさみ	inomata_asami@example.com	女	73	1945/8/29	既婚	神奈川県	090-5956-4426	ドコモ	右ルー・ナン派
玉木 綾	たまき あや	tamaki_aya@example.com	女	56	1962/3/15	既婚	東京都	090-2999-1776	ソフトバンク	左ルー・混ぜ混ぜ派
西村 薫	にしむら かおる	nishimura_kaoru@example.com	男	70	1948/2/14	既婚	秋田県	080-8935-1469	ドコモ	ぶっかけ・せき止め派
奥村 ひとり	おくむら ひとり	okumura_hitori@example.com	男	38	1980/4/16	既婚	茨城県	090-9667-8532	ソフトバンク	ぶっかけ・せき止め派
野口 法子	のぐち のりこ	noguchi_noriko@example.com	女	35	1983/2/16	既婚	愛知県	080-7687-9151	ドコモ	ぶっかけ・別口派
外山 俊二	そとやま しゅんじ	sotoyama_shunji@example.com	男	65	1952/11/17	既婚	香川県	080-2200-2780	ソフトバンク	ぶっかけ・せき止め派
鶴岡 千佳子	つるおか ちかこ	tsuruoka_chikako@example.com	女	67	1950/12/11	既婚	長野県	080-7623-1356	ドコモ	左ルー・混ぜ混ぜ派
山崎 春樹	やまざき はるき	yamazaki_haruki@example.com	女	78	1940/1/4	既婚	福岡県	080-3140-1526	ドコモ	ぶっかけ・混ぜ混ぜ派
黒川 あさみ	くろかわ あさみ	kurokawa_asami@example.com	女	31	1987/8/18	既婚	大阪府	080-8774-3566	au	手前ルー・ルー攻め派
増田 誠治	ますだ せいじ	masuda_seiji@example.com	男	33	1985/2/28	既婚	東京都	090-5614-3135	ドコモ	左ルー・ルー攻め派
高沢 里穂	たかさわ りほ	takasawa_riho@example.com	女	43	1975/2/2	既婚	山形県	080-4246-1053	ドコモ	手前ルー・混ぜ混ぜ派
岩佐 麗奈	いわさ れな	iwasa_rena@example.com	女	21	1997/7/27	既婚	茨城県	080-8722-3909	ドコモ	左ルー・混ぜ混ぜ派
成海 美希	なるみ みき	narumi_miki@example.com	女	71	1947/8/6	既婚	愛知県	080-3041- 513	au	左ルー・せき止め派
西村 研二	にしむら けんじ	nishimura_kenji@example.com	男	80	1938/10/12	既婚	東京都	080-4571-8297	ソフトバンク	左ルー・ルー攻め派
岩井 基祐	いわい きすけ	iwai_kisuke@example.com	男	51	1967/1/1	既婚	石川県	090-8017-8999	au	ぶっかけ・ルー攻め派
黒谷 彩華	くろたに あやか	kurotani_ayaka@example.com	女	49	1969/4/17	既婚	奈良県	080-  86-8537	ドコモ	左ルー・混ぜ混ぜ派
土橋 瞬	つちはし しゅん	tsuchihashi_shun@example.com	男	29	1988/12/23	未婚	愛知県	080- 983-8007	au	左ルー・混ぜ混ぜ派
浅倉 えみ	あさくら えみ	asakura_emi@example.com	女	42	1976/4/1	既婚	岐阜県	080-2063-1171	au	ぶっかけ・混ぜ混ぜ派
神野 奈央	かみの なお	kamino_nao@example.com	女	22	1996/7/10	未婚	神奈川県	090-2649-2944	ドコモ	右ルー・別口派
妹尾 良介	せお りょうすけ	seo_ryousuke@example.com	男	37	1981/7/30	既婚	愛知県	090-4717-3151	ソフトバンク	ぶっかけ・別口派
谷本 裕次郎	たにもと ゆうじろう	tanimoto_yuujirou@example.com	男	77	1941/7/27	既婚	兵庫県	090-4018-4691	ドコモ	ぶっかけ・別口派
吉永 みあ	よしなが みあ	yoshinaga_mia@example.com	女	51	1967/10/4	既婚	神奈川県	090-1320-8094	ドコモ	ぶっかけ・ルー攻め派
豊田 一代	とよた かずよ	toyota_kazuyo@example.com	女	60	1957/11/5	既婚	北海道	080-7195-5596	ソフトバンク	左ルー・ルー攻め派
坂上 徹	さかがみ とおる	sakagami_tooru@example.com	男	55	1963/7/23	既婚	佐賀県	090-8996-2789	ソフトバンク	ぶっかけ・せき止め派
吉田 結衣	よしだ ゆい	yoshida_yui@example.com	女	60	1958/9/21	既婚	東京都	090- 760-3648	ドコモ	手前ルー・ナン派
森下 七世	もりした ななせ	morishita_nanase@example.com	女	25	1993/5/4	既婚	北海道	080-1719-7670	ドコモ	別盛り・混ぜ混ぜ派
岩永 裕次郎	いわなが ゆうじろう	iwanaga_yuujirou@example.com	男	23	1995/3/20	未婚	三重県	080-6930-6687	ドコモ	左ルー・せき止め派
安部 砂羽	あべ さわ	abe_sawa@example.com	女	26	1991/12/11	未婚	愛知県	080-6696- 265	au	左ルー・混ぜ混ぜ派
妹尾 完爾	せお かんじ	seo_kanji@example.com	男	23	1995/4/21	未婚	山梨県	090-2630- 957	ドコモ	ぶっかけ・せき止め派
近藤 恵子	こんどう けいこ	kondou_keiko@example.com	女	27	1991/3/30	既婚	愛知県	080-4243-3276	ドコモ	ぶっかけ・せき止め派
金森 明	かなもり あきら	kanamori_akira@example.com	男	73	1945/7/9	既婚	山形県	080-3155-1948	au	ぶっかけ・ルー攻め派
六角 貴嶺	ろっかく たかね	rokkaku_takane@example.com	男	76	1941/12/2	既婚	東京都	080-8837-5214	au	手前ルー・ルー攻め派
新井 美菜	あらい みな	arai_mina@example.com	女	58	1960/5/8	既婚	大阪府	080-7883-8815	ドコモ	左ルー・混ぜ混ぜ派
伊崎 有海	いさき あみ	isaki_ami@example.com	女	76	1942/7/27	既婚	大分県	080-6968- 292	ソフトバンク	ぶっかけ・せき止め派
足立 友香	あだち ともか	adachi_tomoka@example.com	女	33	1985/3/8	既婚	大阪府	080-1096-9602	ドコモ	左ルー・混ぜ混ぜ派
西原 まひる	にしはら まひる	nishihara_mahiru@example.com	女	38	1980/2/24	既婚	愛知県	080-5922- 393	ドコモ	右ルー・混ぜ混ぜ派
早川 敏和	はやかわ としかず	hayakawa_toshikazu@example.com	男	64	1954/6/21	既婚	鹿児島県	090-4519-2373	ドコモ	左ルー・混ぜ混ぜ派
森本 綾女	もりもと あやめ	morimoto_ayame@example.com	女	79	1939/8/31	既婚	佐賀県	080-1438-7743	ドコモ	左ルー・混ぜ混ぜ派
宮迫 碧海	みやさこ おうが	miyasako_ouga@example.com	男	73	1945/2/18	既婚	三重県	080- 107-6067	au	奥ルー・ルー攻め派
松野 勝久	まつの かつひさ	matsuno_katsuhisa@example.com	男	24	1994/1/31	既婚	愛知県	080-3811-5529	ドコモ	ぶっかけ・せき止め派
伊丹 小百合	いたみ さゆり	itami_sayuri@example.com	女	39	1979/2/4	既婚	群馬県	090-3660-4735	ドコモ	右ルー・ルー攻め派
黒木 そら	くろき そら	kuroki_sora@example.com	女	40	1978/1/22	既婚	東京都	090-3371-1111	ドコモ	左ルー・ルー攻め派
山西 未來	やまにし みらい	yamanishi_mirai@example.com	女	47	1971/9/30	既婚	長崎県	080-  43-4533	ソフトバンク	ぶっかけ・別口派
西田 小雁	にしだ こがん	nishida_kogan@example.com	男	43	1975/4/9	既婚	北海道	080-1910-4068	ドコモ	手前ルー・混ぜ混ぜ派
田辺 一恵	たなべ かづえ	tanabe_kadue@example.com	女	78	1940/2/29	既婚	埼玉県	080-5780-5767	au	左ルー・別口派
西村 しぼり	にしむら しぼり	nishimura_shibori@example.com	女	46	1972/6/15	既婚	鹿児島県	080-5930-8606	ソフトバンク	左ルー・ルー攻め派
高橋 さやか	たかはし さやか	takahashi_sayaka@example.com	女	47	1971/7/17	未婚	広島県	090-2109-3059	au	左ルー・ルー攻め派
広末 隆太	ひろすえ りゅうた	hirosue_ryuuta@example.com	男	29	1989/9/9	未婚	北海道	090-6995-6646	au	左ルー・別口派
相馬 奈月	あいば なつき	aiba_natsuki@example.com	女	54	1964/7/22	既婚	滋賀県	090-2609-7552	au	ぶっかけ・ルー攻め派
大原 薫	おおはら かおる	oohara_kaoru@example.com	女	46	1972/9/22	既婚	神奈川県	090- 737-7132	au	左ルー・ナン派
石塚 育子	いしづか いくこ	ishiduka_ikuko@example.com	女	61	1957/4/9	既婚	大阪府	080-1508-2670	au	手前ルー・ルー攻め派
末永 由美子	すえなが ゆみこ	suenaga_yumiko@example.com	女	72	1945/10/18	既婚	鹿児島県	080-7788-7047	au	ぶっかけ・ナン派
